session_id,date,time,day_name,day_number,time_bin,token_id,charger_id,revenue_usd,consumption_usd,user_type,total_consumption,idle_time_post_charge,state_of_charger_upon_arrival,state_of_charge_bin,is_new,Id
9387,1/15/2023,9:00 AM,Sunday,7,9:00 am,84846,7397,2.72,16.33,Commercial,6.81,69,0.22,0.2,TRUE,1767
1459,1/15/2023,9:00 AM,Sunday,7,9:00 am,24007,2365,6.97,39.82,Residential,17.42,2,0.22,0.2,FALSE,2586
1293,1/16/2023,9:00 AM,Monday,1,9:00 am,60012,7131,4.24,107.12,Residential,10.6,125,0.22,0.2,FALSE,706
4006,1/17/2023,9:00 AM,Tuesday,2,9:00 am,61014,9434,4.14,63.42,Commercial,10.35,96,0.22,0.2,TRUE,1835
3654,1/17/2023,9:00 AM,Tuesday,2,9:00 am,17306,9434,7.46,37.47,Residential,18.64,22,0.22,0.2,FALSE,2105
6980,1/17/2023,9:00 AM,Tuesday,2,9:00 am,61014,6638,4.11,43.82,Residential,10.27,31,0.22,0.2,TRUE,2567
1072,1/18/2023,9:00 AM,Wednesday,3,9:00 am,30274,5690,5.8,265.55,Commercial,14.51,17,0.22,0.2,FALSE,1488
816,1/18/2023,9:00 AM,Wednesday,3,9:00 am,29924,4925,3.35,278.2,Residential,8.37,79,0.22,0.2,TRUE,1016
5671,1/18/2023,9:00 AM,Wednesday,3,9:00 am,45810,6638,5.88,69.28,Residential,14.7,70,0.22,0.2,FALSE,1653
2604,1/19/2023,9:00 AM,Thursday,4,9:00 am,17306,9434,6.13,81.33,Residential,15.33,116,0.22,0.2,FALSE,1637
7888,1/19/2023,9:00 AM,Thursday,4,9:00 am,64799,7397,2.42,87.29,Residential,6.05,84,0.22,0.2,FALSE,1984
4497,1/19/2023,9:00 AM,Thursday,4,9:00 am,84846,7397,7.01,40.15,Commercial,17.53,89,0.22,0.2,FALSE,1986
410,1/21/2023,9:00 AM,Saturday,6,9:00 am,23092,9434,3.77,130.55,Commercial,9.43,155,0.22,0.2,FALSE,673
1828,1/21/2023,9:00 AM,Saturday,6,9:00 am,61014,7577,6.75,17.33,Commercial,16.88,76,0.22,0.2,TRUE,1898
8399,1/22/2023,9:00 AM,Sunday,7,9:00 am,45810,7397,7.9,36.65,Truck,19.75,61,0.22,0.2,FALSE,1929
8097,1/22/2023,9:00 AM,Sunday,7,9:00 am,24007,1748,7.88,83.74,Residential,19.69,96,0.22,0.2,FALSE,2345
4507,1/22/2023,9:00 AM,Sunday,7,9:00 am,29924,2365,5.6,23.78,Commercial,14,36,0.22,0.2,FALSE,2625
74,1/23/2023,9:00 AM,Monday,1,9:00 am,84846,7131,6.64,270.1,Commercial,16.61,230,0.22,0.2,TRUE,402
578,1/23/2023,9:00 AM,Monday,1,9:00 am,67418,9649,3.88,130.18,Truck,9.71,289,0.22,0.2,FALSE,341
4147,1/23/2023,9:00 AM,Monday,1,9:00 am,29924,7131,5.85,39.86,Residential,14.61,77,0.22,0.2,FALSE,1871
3125,1/23/2023,9:00 AM,Monday,1,9:00 am,61014,7131,7.29,31.99,Residential,18.22,28,0.22,0.2,TRUE,2368
9637,1/23/2023,9:00 AM,Monday,1,9:00 am,45810,7397,2.58,41.04,Truck,6.45,88,0.22,0.2,TRUE,2428
1557,1/24/2023,9:00 AM,Tuesday,2,9:00 am,11910,3038,7.5,76.11,Commercial,18.74,33,0.22,0.2,FALSE,505
401,1/24/2023,9:00 AM,Tuesday,2,9:00 am,30274,7397,5.36,129.08,Truck,13.39,247,0.22,0.2,FALSE,1548
156,1/24/2023,9:00 AM,Tuesday,2,9:00 am,64860,4925,7.65,220.7,Residential,19.13,298,0.22,0.2,FALSE,1641
3604,1/24/2023,9:00 AM,Tuesday,2,9:00 am,17306,1748,6.64,88.39,Residential,16.61,112,0.22,0.2,FALSE,1630
4988,1/24/2023,9:00 AM,Tuesday,2,9:00 am,84846,1748,6.45,20.94,Truck,16.11,27,0.22,0.2,TRUE,1878
1583,1/24/2023,9:00 AM,Tuesday,2,9:00 am,29924,6638,3.56,43.51,Commercial,8.9,11,0.22,0.2,FALSE,1983
1227,1/25/2023,9:00 AM,Wednesday,3,9:00 am,27923,9649,5.72,61.76,Commercial,14.3,271,0.22,0.2,FALSE,1646
1330,1/25/2023,9:00 AM,Wednesday,3,9:00 am,75193,6638,6.35,96.93,Commercial,15.87,356,0.22,0.2,TRUE,1755
545,1/25/2023,9:00 AM,Wednesday,3,9:00 am,27923,7131,2.56,15.03,Residential,6.39,178,0.22,0.2,FALSE,985
2492,1/25/2023,9:00 AM,Wednesday,3,9:00 am,24007,7397,3.8,28.43,Residential,9.49,87,0.22,0.2,TRUE,1891
797,1/26/2023,9:00 AM,Thursday,4,9:00 am,36447,4925,4.58,229.39,Commercial,11.46,329,0.22,0.2,FALSE,1075
212,1/26/2023,9:00 AM,Thursday,4,9:00 am,37108,5690,3.18,24.02,Residential,7.95,43,0.22,0.2,FALSE,1221
6865,1/27/2023,9:00 AM,Friday,5,9:00 am,73370,7397,2.03,92.63,Residential,5.07,20,0.22,0.2,FALSE,1905
3390,1/27/2023,9:00 AM,Friday,5,9:00 am,37108,5690,5.43,76.06,Commercial,13.57,107,0.22,0.2,TRUE,2689
911,1/28/2023,9:00 AM,Saturday,6,9:00 am,54686,7577,2.05,63.96,Taxi,5.13,37,0.22,0.2,FALSE,1056
5981,1/28/2023,9:00 AM,Saturday,6,9:00 am,84846,2365,7.83,69.17,Commercial,19.57,74,0.22,0.2,FALSE,2318
1605,1/28/2023,9:00 AM,Saturday,6,9:00 am,37108,7577,2.62,10.17,Truck,6.56,81,0.22,0.2,FALSE,2671
5037,1/28/2023,9:00 AM,Saturday,6,9:00 am,45810,6638,7.56,78.64,Truck,18.89,15,0.22,0.2,FALSE,2730
1027,1/29/2023,9:00 AM,Sunday,7,9:00 am,67418,7577,4.98,295.1,Residential,12.44,234,0.22,0.2,TRUE,1140
8141,1/29/2023,9:00 AM,Sunday,7,9:00 am,61014,2365,2.93,90.26,Commercial,7.31,71,0.22,0.2,TRUE,1535
4690,1/29/2023,9:00 AM,Sunday,7,9:00 am,17306,5690,7.11,76.74,Residential,17.77,97,0.22,0.2,FALSE,1934
3329,1/29/2023,9:00 AM,Sunday,7,9:00 am,73370,5690,4.08,63.46,Commercial,10.21,20,0.22,0.2,TRUE,2014
5881,1/29/2023,9:00 AM,Sunday,7,9:00 am,45810,3038,3.61,94.83,Truck,9.02,109,0.22,0.2,FALSE,2272
9989,1/29/2023,9:00 AM,Sunday,7,9:00 am,79868,9434,7.36,17.67,Residential,18.41,38,0.22,0.2,FALSE,2599
3620,1/29/2023,9:00 AM,Sunday,7,9:00 am,84846,7397,3.91,42.52,Residential,9.76,44,0.22,0.2,FALSE,2683
329,1/30/2023,9:00 AM,Monday,1,9:00 am,37108,7851,5.04,271.59,Commercial,12.61,68,0.22,0.2,FALSE,553
9871,1/30/2023,9:00 AM,Monday,1,9:00 am,61014,5690,4.81,23.7,Residential,12.02,77,0.22,0.2,FALSE,1591
11,1/31/2023,9:00 AM,Tuesday,2,9:00 am,60012,6638,6.86,124.08,Commercial,17.14,151,0.22,0.2,FALSE,176
1438,1/31/2023,9:00 AM,Tuesday,2,9:00 am,27923,3038,2.63,177.3,Residential,6.58,118,0.22,0.2,FALSE,1593
5365,1/31/2023,9:00 AM,Tuesday,2,9:00 am,29924,7131,5.69,57.96,Residential,14.23,47,0.22,0.2,FALSE,1568
8674,1/31/2023,9:00 AM,Tuesday,2,9:00 am,29924,7397,3.45,99.67,Commercial,8.64,58,0.22,0.2,FALSE,1647
4749,1/31/2023,9:00 AM,Tuesday,2,9:00 am,29924,2365,7.38,67.63,Residential,18.45,92,0.22,0.2,TRUE,1884
2675,1/31/2023,9:00 AM,Tuesday,2,9:00 am,24007,3038,5.59,94.36,Commercial,13.98,110,0.22,0.2,FALSE,2002
7362,1/31/2023,9:00 AM,Tuesday,2,9:00 am,17306,6638,4.05,37.7,Residential,10.12,40,0.22,0.2,FALSE,2145
3938,1/31/2023,9:00 AM,Tuesday,2,9:00 am,17306,7577,6.47,56.78,Residential,16.18,5,0.22,0.2,FALSE,2486
8664,1/31/2023,9:00 AM,Tuesday,2,9:00 am,24007,7577,6.7,68.44,Residential,16.75,69,0.22,0.2,TRUE,2529
5727,1/31/2023,9:00 AM,Tuesday,2,9:00 am,24007,3038,5.15,98.07,Truck,12.89,3,0.22,0.2,FALSE,2538
669,02/01/2023,9:00 AM,Wednesday,3,9:00 am,45810,9649,4.48,253.74,Commercial,11.19,224,0.22,0.2,FALSE,987
9500,02/01/2023,1:39 PM,Wednesday,3,1:00 pm,37108,7397,6.36,96.59,Residential,15.9,5,0.22,0.2,FALSE,2297
6959,02/01/2023,9:33 PM,Wednesday,3,9:00 pm,84846,6638,7.67,49.62,Residential,19.17,24,0.22,0.2,FALSE,2388
1128,02/01/2023,7:20 AM,Wednesday,3,7:00 am,64799,1748,5.65,25.83,Residential,14.13,114,0.22,0.2,FALSE,2451
8178,02/01/2023,9:26 PM,Wednesday,3,9:00 pm,73370,7397,4.41,68.39,Residential,11.02,2,0.22,0.2,FALSE,2657
6783,02/02/2023,7:24 PM,Thursday,4,7:00 pm,79868,3038,2.23,48.55,Residential,5.56,46,0.22,0.2,TRUE,1771
1156,02/02/2023,1:57 PM,Thursday,4,1:00 pm,79868,2365,6.6,79.9,Commercial,16.49,14,0.22,0.2,TRUE,1974
1208,02/02/2023,10:42 PM,Thursday,4,10:00 pm,24007,7397,2.81,90.99,Residential,7.03,91,0.22,0.2,FALSE,2598
354,02/03/2023,9:57 PM,Friday,5,9:00 pm,45810,7851,6.33,10.12,Taxi,15.83,342,0.22,0.2,TRUE,1569
1674,02/03/2023,7:09 PM,Friday,5,7:00 pm,64799,9434,5.63,18.21,Residential,14.08,260,0.22,0.2,FALSE,546
9663,02/03/2023,2:41 AM,Friday,5,2:00 am,29924,7131,4.33,56.09,Commercial,10.81,77,0.22,0.2,FALSE,2492
1416,02/04/2023,10:36 AM,Saturday,6,10:00 am,71744,3038,5.29,97.37,Commercial,13.22,128,0.22,0.2,TRUE,18
70,02/04/2023,10:05 PM,Saturday,6,10:00 pm,61014,7851,2.47,290.82,Commercial,6.17,51,0.22,0.2,TRUE,860
6629,02/04/2023,10:42 PM,Saturday,6,10:00 pm,24007,2365,4.75,63.8,Residential,11.87,51,0.22,0.2,FALSE,1555
9674,02/04/2023,6:18 PM,Saturday,6,6:00 pm,29924,6638,4.03,83.17,Residential,10.08,14,0.22,0.2,FALSE,2639
313,02/05/2023,3:52 PM,Sunday,7,3:00 pm,78943,7577,3.8,86.96,Commercial,9.49,118,0.22,0.2,FALSE,1555
5420,02/05/2023,3:48 PM,Sunday,7,3:00 pm,24007,1748,3.66,85.38,Commercial,9.14,71,0.22,0.2,FALSE,1735
6480,02/05/2023,5:08 PM,Sunday,7,5:00 pm,79868,7397,6.24,29.7,Truck,15.59,41,0.22,0.2,FALSE,1794
73,02/06/2023,4:53 AM,Monday,1,4:00 am,65351,9434,3.78,10.67,Residential,9.45,252,0.22,0.2,TRUE,827
4852,02/06/2023,10:58 PM,Monday,1,10:00 pm,73370,2365,6.65,13.77,Commercial,16.62,85,0.22,0.2,FALSE,2362
352,02/07/2023,9:21 AM,Tuesday,2,9:00 am,36447,9434,3.35,118.15,Truck,8.37,92,0.22,0.2,FALSE,1402
8876,02/07/2023,12:43 PM,Tuesday,2,12:00 pm,37108,9434,3.8,12.96,Commercial,9.49,19,0.22,0.2,FALSE,2321
2852,02/07/2023,6:50 PM,Tuesday,2,6:00 pm,73370,7131,5.96,59.47,Residential,14.89,48,0.22,0.2,TRUE,2429
7135,02/07/2023,10:50 AM,Tuesday,2,10:00 am,79868,9434,7.61,36.1,Commercial,19.04,61,0.22,0.2,FALSE,2461
3700,02/07/2023,1:04 AM,Tuesday,2,1:00 am,61014,7131,6.53,36.57,Residential,16.32,9,0.22,0.2,FALSE,2663
4885,02/07/2023,5:24 AM,Tuesday,2,5:00 am,17306,7397,6.11,11.04,Residential,15.27,71,0.22,0.2,FALSE,2708
1632,02/08/2023,1:51 AM,Wednesday,3,1:00 am,29924,7851,4.63,46.88,Truck,11.58,250,0.22,0.2,TRUE,1556
2613,02/08/2023,10:53 PM,Wednesday,3,10:00 pm,61014,6638,6.56,57.56,Residential,16.41,36,0.22,0.2,TRUE,1833
9376,02/08/2023,3:11 PM,Wednesday,3,3:00 pm,45810,7131,3.8,68.54,Residential,9.49,10,0.22,0.2,FALSE,2731
1549,02/09/2023,6:25 PM,Thursday,4,6:00 pm,60012,5690,6.15,74.42,Commercial,15.37,102,0.22,0.2,TRUE,141
7071,02/09/2023,1:49 PM,Thursday,4,1:00 pm,29924,9434,4.64,99.01,Commercial,11.59,85,0.22,0.2,FALSE,2111
4207,02/10/2023,1:11 AM,Friday,5,1:00 am,29924,5690,6.6,97.58,Residential,16.5,77,0.22,0.2,FALSE,2203
437,02/11/2023,10:19 AM,Saturday,6,10:00 am,83893,7397,5.06,45.32,Residential,12.65,156,0.22,0.2,FALSE,181
1794,02/11/2023,12:19 AM,Saturday,6,12:00 am,79868,3038,4.08,57.87,Residential,10.21,342,0.22,0.2,TRUE,638
815,02/11/2023,10:46 PM,Saturday,6,10:00 pm,21854,7131,6.55,88.09,Commercial,16.38,178,0.22,0.2,TRUE,808
8235,02/11/2023,6:12 PM,Saturday,6,6:00 pm,29924,7397,7.67,42.77,Commercial,19.19,84,0.22,0.2,TRUE,1851
2373,02/11/2023,5:59 AM,Saturday,6,5:00 am,79868,7577,5.9,14.21,Commercial,14.75,119,0.22,0.2,FALSE,1888
5024,02/11/2023,6:05 AM,Saturday,6,6:00 am,73370,6638,5.37,71.04,Commercial,13.42,114,0.22,0.2,FALSE,1963
1483,02/12/2023,8:09 AM,Sunday,7,8:00 am,60012,7397,5.28,131.48,Residential,13.2,91,0.22,0.2,FALSE,1360
7,02/12/2023,5:55 AM,Sunday,7,5:00 am,37108,5690,7.51,231.65,Residential,18.76,221,0.22,0.2,FALSE,1067
4861,02/12/2023,11:53 PM,Sunday,7,11:00 pm,37108,2365,7.94,62.08,Residential,19.85,21,0.22,0.2,FALSE,2554
7463,02/12/2023,2:18 AM,Sunday,7,2:00 am,73370,3038,3.96,97.71,Residential,9.9,101,0.22,0.2,TRUE,2596
559,2/13/2023,2:20 AM,Monday,1,2:00 am,64860,9434,4.25,280.82,Residential,10.62,69,0.22,0.2,FALSE,1639
148,2/13/2023,2:07 PM,Monday,1,2:00 pm,29924,6638,4.47,250.86,Commercial,11.17,82,0.22,0.2,FALSE,151
777,2/13/2023,9:23 AM,Monday,1,9:00 am,61014,9649,4.35,105.05,Residential,10.87,203,0.22,0.2,TRUE,951
3014,2/13/2023,1:12 PM,Monday,1,1:00 pm,29924,7131,7.49,88.67,Commercial,18.72,17,0.22,0.2,FALSE,1562
9032,2/13/2023,2:23 AM,Monday,1,2:00 am,29924,2365,7.44,27.58,Commercial,18.6,32,0.22,0.2,TRUE,1819
1597,2/14/2023,9:39 AM,Tuesday,2,9:00 am,55611,7851,4.9,222.27,Commercial,12.24,36,0.22,0.2,FALSE,1716
1745,2/14/2023,12:55 AM,Tuesday,2,12:00 am,36447,9649,4.39,231.58,Commercial,10.98,236,0.22,0.2,FALSE,476
7278,2/14/2023,3:45 PM,Tuesday,2,3:00 pm,61014,7131,5.29,34.89,Residential,13.23,22,0.22,0.2,FALSE,1520
1773,2/15/2023,9:04 AM,Wednesday,3,9:00 am,29924,7131,2.56,39.19,Residential,6.4,84,0.22,0.2,FALSE,2191
1299,2/15/2023,1:48 AM,Wednesday,3,1:00 am,24007,9434,2.82,49.79,Residential,7.06,95,0.22,0.2,FALSE,2506
1097,2/16/2023,4:28 PM,Thursday,4,4:00 pm,60012,5690,6.09,62.62,Commercial,15.22,161,0.22,0.2,FALSE,952
1770,2/16/2023,10:39 PM,Thursday,4,10:00 pm,24007,7851,5.09,160.67,Residential,12.73,291,0.22,0.2,FALSE,943
3544,2/16/2023,2:26 PM,Thursday,4,2:00 pm,17306,3038,7.64,48.3,Truck,19.11,63,0.22,0.2,FALSE,2593
6078,2/17/2023,11:52 PM,Friday,5,11:00 pm,64799,7397,4.52,24.09,Truck,11.31,49,0.22,0.2,FALSE,1694
4334,2/17/2023,9:07 PM,Friday,5,9:00 pm,24007,6638,4.27,12.78,Residential,10.68,40,0.22,0.2,FALSE,1855
5838,2/17/2023,7:34 AM,Friday,5,7:00 am,73370,6638,5.64,52.85,Residential,14.1,105,0.22,0.2,FALSE,2505
3685,2/18/2023,1:40 PM,Saturday,6,1:00 pm,73370,7131,3.57,92.3,Taxi,8.92,35,0.22,0.2,FALSE,2143
496,2/19/2023,1:53 AM,Sunday,7,1:00 am,36447,4925,6.75,236.98,Residential,16.87,346,0.22,0.2,TRUE,1731
139,2/19/2023,9:34 PM,Sunday,7,9:00 pm,30274,7131,6.05,267.29,Residential,15.13,97,0.22,0.2,TRUE,1449
980,2/20/2023,8:12 AM,Monday,1,8:00 am,78943,7397,7.64,73.39,Residential,19.1,162,0.22,0.2,TRUE,490
7228,2/20/2023,9:31 PM,Monday,1,9:00 pm,29924,5690,2.71,31.28,Truck,6.77,59,0.22,0.2,FALSE,2574
1603,2/22/2023,12:59 PM,Wednesday,3,12:00 pm,60012,7131,5.88,84.79,Commercial,14.7,316,0.22,0.2,FALSE,1481
442,2/22/2023,7:50 AM,Wednesday,3,7:00 am,37108,7851,2.63,160.42,Truck,6.58,204,0.22,0.2,FALSE,1578
863,2/22/2023,8:09 PM,Wednesday,3,8:00 pm,75193,5690,2.34,225.12,Residential,5.84,33,0.22,0.2,FALSE,1035
5248,2/22/2023,8:08 PM,Wednesday,3,8:00 pm,45810,7397,2.61,66.37,Residential,6.53,79,0.22,0.2,FALSE,1956
1736,2/23/2023,9:05 PM,Thursday,4,9:00 pm,60012,5690,5.21,1.41,Truck,13.02,223,0.22,0.2,TRUE,272
400,2/23/2023,3:47 PM,Thursday,4,3:00 pm,37108,2364,4.59,249,Commercial,11.46,187,0.22,0.2,FALSE,1111
9900,2/23/2023,12:56 AM,Thursday,4,12:00 am,61014,9434,7.99,37.32,Residential,19.98,59,0.22,0.2,FALSE,1766
5227,2/23/2023,8:43 PM,Thursday,4,8:00 pm,84846,7397,6.16,80.07,Residential,15.41,41,0.22,0.2,FALSE,1780
4482,2/23/2023,12:30 AM,Thursday,4,12:00 am,29924,7397,6.64,87.87,Truck,16.6,96,0.22,0.2,TRUE,2131
7792,2/23/2023,4:05 PM,Thursday,4,4:00 pm,64799,1748,3.01,48.87,Residential,7.53,62,0.22,0.2,FALSE,2305
5891,2/24/2023,1:35 AM,Friday,5,1:00 am,24007,3038,3.52,52.39,Residential,8.8,24,0.22,0.2,FALSE,1869
5490,2/24/2023,6:26 PM,Friday,5,6:00 pm,61014,7131,7.91,82.19,Residential,19.77,61,0.22,0.2,FALSE,1928
8390,2/24/2023,9:08 AM,Friday,5,9:00 am,24007,7397,7.49,89.7,Residential,18.73,18,0.22,0.2,FALSE,2271
1587,2/24/2023,5:15 AM,Friday,5,5:00 am,73370,9434,6.32,78.71,Residential,15.81,91,0.22,0.2,FALSE,2552
