id,charger_id,date,ticket_type,support_tickets
186,8601,08/02/24,Connectivity Problem,3
187,8601,08/03/24,Connectivity Problem,1
188,8601,08/04/24,Connectivity Problem,4
189,8601,08/05/24,Connectivity Problem,5
190,8601,08/06/24,Connectivity Problem,8
191,8601,08/07/24,Connectivity Problem,0
192,8601,08/08/24,Connectivity Problem,8
193,8601,08/09/24,Connectivity Problem,9
194,8601,08/10/24,Connectivity Problem,3
195,8601,08/11/24,Connectivity Problem,2
196,8601,08/12/24,Connectivity Problem,0
197,8601,08/13/24,Connectivity Problem,2
198,8601,08/14/24,Connectivity Problem,3
199,8601,08/15/24,Connectivity Problem,5
200,8601,08/16/24,Connectivity Problem,10
201,8601,08/17/24,Connectivity Problem,0
202,8601,08/18/24,Connectivity Problem,6
203,8601,08/19/24,Connectivity Problem,0
204,8601,08/20/24,Connectivity Problem,4
205,8601,08/21/24,Connectivity Problem,5
206,8601,08/22/24,Connectivity Problem,5
207,8601,08/23/24,Connectivity Problem,9
208,8601,08/24/24,Connectivity Problem,2
209,8601,08/25/24,Connectivity Problem,3
210,8601,08/26/24,Connectivity Problem,8
211,8601,08/27/24,Connectivity Problem,10
212,8601,08/28/24,Connectivity Problem,0
213,8601,08/29/24,Connectivity Problem,0
214,8601,08/30/24,Connectivity Problem,6
215,8601,08/31/24,Connectivity Problem,2
216,8601,09/01/24,Connectivity Problem,5
217,8601,09/02/24,Connectivity Problem,2
218,8601,09/03/24,Connectivity Problem,4
219,8601,09/04/24,Connectivity Problem,7
220,8601,09/05/24,Connectivity Problem,2
221,8601,09/06/24,Connectivity Problem,9
222,8601,09/07/24,Connectivity Problem,4
223,8601,09/08/24,Connectivity Problem,0
224,8601,09/09/24,Connectivity Problem,2
225,8601,09/10/24,Connectivity Problem,1
226,8601,09/11/24,Connectivity Problem,4
227,8601,09/12/24,Connectivity Problem,1
228,8601,09/13/24,Connectivity Problem,4
229,8601,09/14/24,Connectivity Problem,9
230,8601,09/15/24,Connectivity Problem,8
231,8601,09/16/24,Connectivity Problem,5
232,8601,09/17/24,Connectivity Problem,9
233,8601,09/18/24,Connectivity Problem,10
234,8601,09/19/24,Connectivity Problem,10
235,8601,09/20/24,Connectivity Problem,9
236,8601,09/21/24,Connectivity Problem,0
237,8601,09/22/24,Connectivity Problem,3
238,8601,09/23/24,Connectivity Problem,1
239,8601,09/24/24,Connectivity Problem,10
240,8601,09/25/24,Connectivity Problem,3
241,8601,09/26/24,Connectivity Problem,3
242,8601,09/27/24,Connectivity Problem,2
243,8601,09/28/24,Connectivity Problem,10
244,8601,09/29/24,Connectivity Problem,7
245,8601,09/30/24,Connectivity Problem,9
246,8601,10/01/24,Connectivity Problem,8
247,8601,10/02/24,Connectivity Problem,3
248,8601,10/03/24,Connectivity Problem,2
249,8601,10/04/24,Connectivity Problem,2
250,8601,10/05/24,Connectivity Problem,2
251,8601,10/06/24,Connectivity Problem,2
252,8601,10/07/24,Connectivity Problem,3
253,8601,10/08/24,Connectivity Problem,9
254,8601,10/09/24,Connectivity Problem,5
255,8601,10/10/24,Connectivity Problem,1
256,8601,10/11/24,Connectivity Problem,3
257,8601,10/12/24,Connectivity Problem,0
258,8601,10/13/24,Connectivity Problem,10
259,8601,10/14/24,Connectivity Problem,1
260,8601,10/15/24,Connectivity Problem,3
261,8601,10/16/24,Connectivity Problem,3
262,8601,10/17/24,Connectivity Problem,2
263,8601,10/18/24,Connectivity Problem,0
264,8601,10/19/24,Connectivity Problem,7
265,8601,10/20/24,Connectivity Problem,5
266,8601,10/21/24,Connectivity Problem,9
267,8601,10/22/24,Connectivity Problem,2
268,8601,10/23/24,Connectivity Problem,6
269,8601,10/24/24,Connectivity Problem,3
270,8601,10/25/24,Connectivity Problem,0
271,8601,10/26/24,Connectivity Problem,7
272,8601,10/27/24,Connectivity Problem,0
273,8601,10/28/24,Connectivity Problem,6
274,8601,10/29/24,Connectivity Problem,5
275,8601,10/30/24,Connectivity Problem,9
276,8601,10/31/24,Connectivity Problem,8
277,1748,08/01/24,Connectivity Problem,4
278,1748,08/02/24,Connectivity Problem,6
279,1748,08/03/24,Connectivity Problem,3
280,1748,08/04/24,Connectivity Problem,1
281,1748,08/05/24,Connectivity Problem,5
282,1748,08/06/24,Connectivity Problem,4
283,1748,08/07/24,Connectivity Problem,10
284,1748,08/08/24,Connectivity Problem,7
285,1748,08/09/24,Connectivity Problem,10
286,1748,08/10/24,Connectivity Problem,6
287,1748,08/11/24,Connectivity Problem,3
288,1748,08/12/24,Connectivity Problem,5
289,1748,08/13/24,Connectivity Problem,10
290,1748,08/14/24,Connectivity Problem,1
291,1748,08/15/24,Connectivity Problem,10
292,1748,08/16/24,Connectivity Problem,4
293,1748,08/17/24,Connectivity Problem,8
294,1748,08/18/24,Connectivity Problem,7
295,1748,08/19/24,Connectivity Problem,8
296,1748,08/20/24,Connectivity Problem,9
297,1748,08/21/24,Connectivity Problem,9
298,1748,08/22/24,Connectivity Problem,4
299,1748,08/23/24,Connectivity Problem,9
300,1748,08/24/24,Connectivity Problem,9
301,1748,08/25/24,Connectivity Problem,5
302,1748,08/26/24,Connectivity Problem,3
303,1748,08/27/24,Connectivity Problem,7
304,1748,08/28/24,Connectivity Problem,2
305,1748,08/29/24,Connectivity Problem,10
306,1748,08/30/24,Connectivity Problem,2
307,1748,08/31/24,Connectivity Problem,2
308,1748,09/01/24,Connectivity Problem,1
309,1748,09/02/24,Connectivity Problem,2
310,1748,09/03/24,Connectivity Problem,4
311,1748,09/04/24,Connectivity Problem,2
312,1748,09/05/24,Connectivity Problem,4
313,1748,09/06/24,Connectivity Problem,5
314,1748,09/07/24,Connectivity Problem,6
315,1748,09/08/24,Connectivity Problem,7
316,1748,09/09/24,Connectivity Problem,0
317,1748,09/10/24,Connectivity Problem,6
318,1748,09/11/24,Connectivity Problem,7
319,1748,09/12/24,Connectivity Problem,1
320,1748,09/13/24,Connectivity Problem,6
321,1748,09/14/24,Connectivity Problem,4
322,1748,09/15/24,Connectivity Problem,1
323,1748,09/16/24,Connectivity Problem,4
324,1748,09/17/24,Connectivity Problem,5
325,1748,09/18/24,Connectivity Problem,1
326,1748,09/19/24,Connectivity Problem,8
327,1748,09/20/24,Connectivity Problem,10
328,1748,09/21/24,Connectivity Problem,4
329,1748,09/22/24,Connectivity Problem,5
330,1748,09/23/24,Connectivity Problem,10
331,1748,09/24/24,Connectivity Problem,8
332,1748,09/25/24,Connectivity Problem,2
333,1748,09/26/24,Connectivity Problem,0
334,1748,09/27/24,Connectivity Problem,8
335,1748,09/28/24,Connectivity Problem,3
336,1748,09/29/24,Connectivity Problem,6
337,1748,09/30/24,Connectivity Problem,10
338,1748,10/01/24,Connectivity Problem,4
339,1748,10/02/24,Connectivity Problem,7
340,1748,10/03/24,Connectivity Problem,4
341,1748,10/04/24,Connectivity Problem,5
342,1748,10/05/24,Connectivity Problem,7
343,1748,10/06/24,Connectivity Problem,9
344,1748,10/07/24,Connectivity Problem,3
345,1748,10/08/24,Connectivity Problem,6
346,1748,10/09/24,Connectivity Problem,8
347,1748,10/10/24,Connectivity Problem,8
348,1748,10/11/24,Connectivity Problem,3
349,1748,10/12/24,Connectivity Problem,1
350,1748,10/13/24,Connectivity Problem,1
351,1748,10/14/24,Connectivity Problem,8
352,1748,10/15/24,Connectivity Problem,0
353,1748,10/16/24,Connectivity Problem,10
354,1748,10/17/24,Connectivity Problem,4
355,1748,10/18/24,Connectivity Problem,6
356,1748,10/19/24,Connectivity Problem,6
357,1748,10/20/24,Connectivity Problem,2
358,1748,10/21/24,Connectivity Problem,7
359,1748,10/22/24,Connectivity Problem,2
360,1748,10/23/24,Connectivity Problem,5
361,1748,10/24/24,Connectivity Problem,9
362,1748,10/25/24,Connectivity Problem,2
363,1748,10/26/24,Connectivity Problem,9
364,1748,10/27/24,Connectivity Problem,10
365,1748,10/28/24,Connectivity Problem,10
366,1748,10/29/24,Connectivity Problem,8
367,1748,10/30/24,Connectivity Problem,2
368,1748,10/31/24,Connectivity Problem,5
369,2365,08/01/24,Connectivity Problem,1
370,2365,08/02/24,Connectivity Problem,10
371,2365,08/03/24,Connectivity Problem,6
372,2365,08/04/24,Connectivity Problem,7
373,2365,08/05/24,Connectivity Problem,4
374,2365,08/06/24,Connectivity Problem,6
375,2365,08/07/24,Connectivity Problem,6
376,2365,08/08/24,Connectivity Problem,8
377,2365,08/09/24,Connectivity Problem,0
378,2365,08/10/24,Connectivity Problem,2
379,2365,08/11/24,Connectivity Problem,1
380,2365,08/12/24,Connectivity Problem,2
381,2365,08/13/24,Connectivity Problem,6
382,2365,08/14/24,Connectivity Problem,7
383,2365,08/15/24,Connectivity Problem,8
384,2365,08/16/24,Connectivity Problem,3
385,2365,08/17/24,Connectivity Problem,9
386,2365,08/18/24,Connectivity Problem,4
387,2365,08/19/24,Connectivity Problem,6
388,2365,08/20/24,Connectivity Problem,3
389,2365,08/21/24,Connectivity Problem,1
390,2365,08/22/24,Connectivity Problem,5
391,2365,08/23/24,Connectivity Problem,9
392,2365,08/24/24,Connectivity Problem,2
393,2365,08/25/24,Connectivity Problem,5
394,2365,08/26/24,Connectivity Problem,1
395,2365,08/27/24,Connectivity Problem,2
396,2365,08/28/24,Connectivity Problem,2
397,2365,08/29/24,Connectivity Problem,4
398,2365,08/30/24,Connectivity Problem,4
399,2365,08/31/24,Connectivity Problem,8
400,2365,09/01/24,Connectivity Problem,8
401,2365,09/02/24,Connectivity Problem,8
402,2365,09/03/24,Connectivity Problem,2
403,2365,09/04/24,Connectivity Problem,7
404,2365,09/05/24,Connectivity Problem,0
405,2365,09/06/24,Connectivity Problem,10
406,2365,09/07/24,Connectivity Problem,10
407,2365,09/08/24,Connectivity Problem,4
408,2365,09/09/24,Connectivity Problem,4
409,2365,09/10/24,Connectivity Problem,2
410,2365,09/11/24,Connectivity Problem,2
411,2365,09/12/24,Connectivity Problem,7
412,2365,09/13/24,Connectivity Problem,9
413,2365,09/14/24,Connectivity Problem,9
414,2365,09/15/24,Connectivity Problem,7
415,2365,09/16/24,Connectivity Problem,3
416,2365,09/17/24,Connectivity Problem,9
417,2365,09/18/24,Connectivity Problem,0
418,2365,09/19/24,Connectivity Problem,4
419,2365,09/20/24,Connectivity Problem,8
420,2365,09/21/24,Connectivity Problem,10
421,2365,09/22/24,Connectivity Problem,1
422,2365,09/23/24,Connectivity Problem,6
423,2365,09/24/24,Connectivity Problem,6
424,2365,09/25/24,Connectivity Problem,10
425,2365,09/26/24,Connectivity Problem,3
426,2365,09/27/24,Connectivity Problem,1
427,2365,09/28/24,Connectivity Problem,1
428,2365,09/29/24,Connectivity Problem,2
429,2365,09/30/24,Connectivity Problem,5
430,2365,10/01/24,Connectivity Problem,1
431,2365,10/02/24,Connectivity Problem,9
432,2365,10/03/24,Connectivity Problem,6
433,2365,10/04/24,Connectivity Problem,4
434,2365,10/05/24,Connectivity Problem,0
435,2365,10/06/24,Connectivity Problem,8
436,2365,10/07/24,Connectivity Problem,5
437,2365,10/08/24,Connectivity Problem,4
438,2365,10/09/24,Connectivity Problem,1
439,2365,10/10/24,Connectivity Problem,4
440,2365,10/11/24,Connectivity Problem,3
441,2365,10/12/24,Connectivity Problem,7
442,2365,10/13/24,Connectivity Problem,3
443,2365,10/14/24,Connectivity Problem,1
444,2365,10/15/24,Connectivity Problem,10
445,2365,10/16/24,Connectivity Problem,10
446,2365,10/17/24,Connectivity Problem,6
447,2365,10/18/24,Connectivity Problem,1
448,2365,10/19/24,Connectivity Problem,1
449,2365,10/20/24,Connectivity Problem,7
450,2365,10/21/24,Connectivity Problem,5
451,2365,10/22/24,Connectivity Problem,4
452,2365,10/23/24,Connectivity Problem,10
453,2365,10/24/24,Connectivity Problem,9
454,2365,10/25/24,Connectivity Problem,6
455,2365,10/26/24,Connectivity Problem,7
456,2365,10/27/24,Connectivity Problem,8
457,2365,10/28/24,Connectivity Problem,5
458,2365,10/29/24,Connectivity Problem,4
459,2365,10/30/24,Connectivity Problem,3
460,2365,10/31/24,Connectivity Problem,7
461,3038,08/01/24,Connectivity Problem,7
462,3038,08/02/24,Connectivity Problem,4
463,3038,08/03/24,Connectivity Problem,5
464,3038,08/04/24,Connectivity Problem,2
465,3038,08/05/24,Connectivity Problem,3
466,3038,08/06/24,Connectivity Problem,5
467,3038,08/07/24,Connectivity Problem,10
468,3038,08/08/24,Connectivity Problem,3
469,3038,08/09/24,Connectivity Problem,4
470,3038,08/10/24,Connectivity Problem,5
471,3038,08/11/24,Connectivity Problem,8
472,3038,08/12/24,Connectivity Problem,10
473,3038,08/13/24,Connectivity Problem,9
474,3038,08/14/24,Connectivity Problem,7
475,3038,08/15/24,Connectivity Problem,3
476,3038,08/16/24,Connectivity Problem,8
477,3038,08/17/24,Connectivity Problem,2
478,3038,08/18/24,Connectivity Problem,6
479,3038,08/19/24,Connectivity Problem,9
480,3038,08/20/24,Connectivity Problem,0
481,3038,08/21/24,Connectivity Problem,4
482,3038,08/22/24,Connectivity Problem,7
483,3038,08/23/24,Connectivity Problem,5
484,3038,08/24/24,Connectivity Problem,0
485,3038,08/25/24,Connectivity Problem,0
486,3038,08/26/24,Connectivity Problem,10
487,3038,08/27/24,Connectivity Problem,9
488,3038,08/28/24,Connectivity Problem,6
489,3038,08/29/24,Connectivity Problem,6
490,3038,08/30/24,Connectivity Problem,5
491,3038,08/31/24,Connectivity Problem,8
492,3038,09/01/24,Connectivity Problem,4
493,3038,09/02/24,Connectivity Problem,10
494,3038,09/03/24,Connectivity Problem,3
495,3038,09/04/24,Connectivity Problem,1
496,3038,09/05/24,Connectivity Problem,10
497,3038,09/06/24,Connectivity Problem,3
498,3038,09/07/24,Connectivity Problem,10
499,3038,09/08/24,Connectivity Problem,7
500,3038,09/09/24,Connectivity Problem,1
501,3038,09/10/24,Connectivity Problem,5
502,3038,09/11/24,Connectivity Problem,8
503,3038,09/12/24,Connectivity Problem,8
504,3038,09/13/24,Connectivity Problem,6
505,3038,09/14/24,Connectivity Problem,0
506,3038,09/15/24,Connectivity Problem,2
507,3038,09/16/24,Connectivity Problem,0
508,3038,09/17/24,Connectivity Problem,3
509,3038,09/18/24,Connectivity Problem,6
510,3038,09/19/24,Connectivity Problem,0
511,3038,09/20/24,Connectivity Problem,7
512,3038,09/21/24,Connectivity Problem,10
513,3038,09/22/24,Connectivity Problem,8
514,3038,09/23/24,Connectivity Problem,2
515,3038,09/24/24,Connectivity Problem,3
516,3038,09/25/24,Connectivity Problem,10
517,3038,09/26/24,Connectivity Problem,7
518,3038,09/27/24,Connectivity Problem,3
519,3038,09/28/24,Connectivity Problem,0
520,3038,09/29/24,Connectivity Problem,3
521,3038,09/30/24,Connectivity Problem,1
522,3038,10/01/24,Connectivity Problem,10
523,3038,10/02/24,Connectivity Problem,5
524,3038,10/03/24,Connectivity Problem,1
525,3038,10/04/24,Connectivity Problem,7
526,3038,10/05/24,Connectivity Problem,5
527,3038,10/06/24,Connectivity Problem,4
528,3038,10/07/24,Connectivity Problem,4
529,3038,10/08/24,Connectivity Problem,8
530,3038,10/09/24,Connectivity Problem,4
531,3038,10/10/24,Connectivity Problem,7
532,3038,10/11/24,Connectivity Problem,0
533,3038,10/12/24,Connectivity Problem,2
534,3038,10/13/24,Connectivity Problem,6
535,3038,10/14/24,Connectivity Problem,2
536,3038,10/15/24,Connectivity Problem,2
537,3038,10/16/24,Connectivity Problem,4
538,3038,10/17/24,Connectivity Problem,8
539,3038,10/18/24,Connectivity Problem,2
540,3038,10/19/24,Connectivity Problem,3
541,3038,10/20/24,Connectivity Problem,4
542,3038,10/21/24,Connectivity Problem,7
543,3038,10/22/24,Connectivity Problem,4
544,3038,10/23/24,Connectivity Problem,7
545,3038,10/24/24,Connectivity Problem,3
546,3038,10/25/24,Connectivity Problem,6
547,3038,10/26/24,Connectivity Problem,1
548,3038,10/27/24,Connectivity Problem,1
549,3038,10/28/24,Connectivity Problem,7
550,3038,10/29/24,Connectivity Problem,0
551,3038,10/30/24,Connectivity Problem,9
552,3038,10/31/24,Connectivity Problem,3
553,7397,08/01/24,Connectivity Problem,2
554,7397,08/02/24,Connectivity Problem,5
555,7397,08/03/24,Connectivity Problem,0
556,7397,08/04/24,Connectivity Problem,5
557,7397,08/05/24,Connectivity Problem,8
558,7397,08/06/24,Connectivity Problem,5
559,7397,08/07/24,Connectivity Problem,9
560,7397,08/08/24,Connectivity Problem,3
561,7397,08/09/24,Connectivity Problem,9
562,7397,08/10/24,Connectivity Problem,4
563,7397,08/11/24,Connectivity Problem,7
564,7397,08/12/24,Connectivity Problem,8
565,7397,08/13/24,Connectivity Problem,4
566,7397,08/14/24,Connectivity Problem,4
567,7397,08/15/24,Connectivity Problem,8
568,7397,08/16/24,Connectivity Problem,3
569,7397,08/17/24,Connectivity Problem,6
570,7397,08/18/24,Connectivity Problem,10
571,7397,08/19/24,Connectivity Problem,10
572,7397,08/20/24,Connectivity Problem,4
573,7397,08/21/24,Connectivity Problem,9
574,7397,08/22/24,Connectivity Problem,4
575,7397,08/23/24,Connectivity Problem,1
576,7397,08/24/24,Connectivity Problem,8
577,7397,08/25/24,Connectivity Problem,6
578,7397,08/26/24,Connectivity Problem,2
579,7397,08/27/24,Connectivity Problem,2
580,7397,08/28/24,Connectivity Problem,5
581,7397,08/29/24,Connectivity Problem,9
582,7397,08/30/24,Connectivity Problem,4
583,7397,08/31/24,Connectivity Problem,9
584,7397,09/01/24,Connectivity Problem,2
585,7397,09/02/24,Connectivity Problem,5
586,7397,09/03/24,Connectivity Problem,10
587,7397,09/04/24,Connectivity Problem,1
588,7397,09/05/24,Connectivity Problem,5
589,7397,09/06/24,Connectivity Problem,9
590,7397,09/07/24,Connectivity Problem,1
591,7397,09/08/24,Connectivity Problem,7
592,7397,09/09/24,Connectivity Problem,2
593,7397,09/10/24,Connectivity Problem,4
594,7397,09/11/24,Connectivity Problem,3
595,7397,09/12/24,Connectivity Problem,3
596,7397,09/13/24,Connectivity Problem,9
597,7397,09/14/24,Connectivity Problem,5
598,7397,09/15/24,Connectivity Problem,1
599,7397,09/16/24,Connectivity Problem,2
600,7397,09/17/24,Connectivity Problem,10
601,7397,09/18/24,Connectivity Problem,6
602,7397,09/19/24,Connectivity Problem,9
603,7397,09/20/24,Connectivity Problem,2
604,7397,09/21/24,Connectivity Problem,6
605,7397,09/22/24,Connectivity Problem,9
606,7397,09/23/24,Connectivity Problem,5
607,7397,09/24/24,Connectivity Problem,8
608,7397,09/25/24,Connectivity Problem,2
609,7397,09/26/24,Connectivity Problem,7
610,7397,09/27/24,Connectivity Problem,6
611,7397,09/28/24,Connectivity Problem,10
612,7397,09/29/24,Connectivity Problem,1
613,7397,09/30/24,Connectivity Problem,6
614,7397,10/01/24,Connectivity Problem,1
615,7397,10/02/24,Connectivity Problem,8
616,7397,10/03/24,Connectivity Problem,5
617,7397,10/04/24,Connectivity Problem,2
618,7397,10/05/24,Connectivity Problem,4
619,7397,10/06/24,Connectivity Problem,3
620,7397,10/07/24,Connectivity Problem,7
621,7397,10/08/24,Connectivity Problem,4
622,7397,10/09/24,Connectivity Problem,9
623,7397,10/10/24,Connectivity Problem,9
624,7397,10/11/24,Connectivity Problem,3
625,7397,10/12/24,Connectivity Problem,4
626,7397,10/13/24,Connectivity Problem,2
627,7397,10/14/24,Connectivity Problem,1
628,7397,10/15/24,Connectivity Problem,9
629,7397,10/16/24,Connectivity Problem,0
630,7397,10/17/24,Connectivity Problem,3
631,7397,10/18/24,Connectivity Problem,6
632,7397,10/19/24,Connectivity Problem,8
633,7397,10/20/24,Connectivity Problem,9
634,7397,10/21/24,Connectivity Problem,10
